date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:57:24	7954/7954	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/grid/	E:/b/getbootstrap.com/examples/grid/index.html	(from http://getbootstrap.com/getting-started/)
07:57:28	108738/108738	---MC-	200	added ('OK')	image/svg+xml	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.svg	E:/b/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.svg	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
07:57:29	6417/6417	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/jumbotron/	E:/b/getbootstrap.com/examples/jumbotron/index.html	(from http://getbootstrap.com/getting-started/)
07:57:31	85405/85405	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/screenshots/theme.jpg	E:/b/getbootstrap.com/examples/screenshots/theme.jpg	(from http://getbootstrap.com/getting-started/)
07:57:33	4811/4811	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/jumbotron-narrow/	E:/b/getbootstrap.com/examples/jumbotron-narrow/index.html	(from http://getbootstrap.com/getting-started/)
07:57:39	99951/99951	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/screenshots/grid.jpg	E:/b/getbootstrap.com/examples/screenshots/grid.jpg	(from http://getbootstrap.com/getting-started/)
07:57:40	5908/5908	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/navbar/	E:/b/getbootstrap.com/examples/navbar/index.html	(from http://getbootstrap.com/getting-started/)
07:57:43	40956/40956	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/screenshots/navbar.jpg	E:/b/getbootstrap.com/examples/screenshots/navbar.jpg	(from http://getbootstrap.com/getting-started/)
07:57:45	5923/5923	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/navbar-static-top/	E:/b/getbootstrap.com/examples/navbar-static-top/index.html	(from http://getbootstrap.com/getting-started/)
07:57:45	68573/68573	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/screenshots/jumbotron-narrow.jpg	E:/b/getbootstrap.com/examples/screenshots/jumbotron-narrow.jpg	(from http://getbootstrap.com/getting-started/)
07:57:46	101076/101076	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/screenshots/jumbotron.jpg	E:/b/getbootstrap.com/examples/screenshots/jumbotron.jpg	(from http://getbootstrap.com/getting-started/)
07:57:48	39654/39654	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/screenshots/navbar-static.jpg	E:/b/getbootstrap.com/examples/screenshots/navbar-static.jpg	(from http://getbootstrap.com/getting-started/)
07:57:48	5929/5929	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/navbar-fixed-top/	E:/b/getbootstrap.com/examples/navbar-fixed-top/index.html	(from http://getbootstrap.com/getting-started/)
07:57:49	36580/36580	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/screenshots/cover.jpg	E:/b/getbootstrap.com/examples/screenshots/cover.jpg	(from http://getbootstrap.com/getting-started/)
07:57:50	4590/4590	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/cover/	E:/b/getbootstrap.com/examples/cover/index.html	(from http://getbootstrap.com/getting-started/)
07:57:53	37932/37932	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/screenshots/navbar-fixed.jpg	E:/b/getbootstrap.com/examples/screenshots/navbar-fixed.jpg	(from http://getbootstrap.com/getting-started/)
07:57:53	12810/12810	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/carousel/	E:/b/getbootstrap.com/examples/carousel/index.html	(from http://getbootstrap.com/getting-started/)
07:57:56	11150/11150	---MC-	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2009:21:34%20GMT	http://getbootstrap.com/examples/blog/	E:/b/getbootstrap.com/examples/blog/index.html	(from http://getbootstrap.com/getting-started/)
